win%,k/d,dmg/rnd,matchs_played,headshot_%,wins_total,kills_total,avg_kill_per_rnd,rank_Ascendant,rank_Ascendant ,rank_Bronze,rank_Bronze ,rank_Diamond,rank_Diamond ,rank_Gold,rank_Gold ,rank_Immortal,rank_Immortal ,rank_Iron,rank_Iron ,rank_Platinum,rank_Platinum ,rank_Radiant,rank_Silver,rank_Silver ,rank_Unranked,performance,skill,consistency,dmg_indicator
51.6,0.605,0.6658333333333334,0.9125925925925926,0.8625,0.9385714285714286,0.9114583333333334,0.64,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2439846511920488,0.4087999999999999,0.4861294583883752,0.3128
50.9,0.38,0.22,0.0422222222222222,0.28125,0.0414285714285714,0.025625,0.48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
54.2,0.505,0.4316666666666667,0.497037037037037,0.546875,0.4885714285714285,0.4385833333333333,0.5599999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4316587235724164,0.4788,0.5004149377593361,0.4351333333333333
52.2,0.49,0.5275000000000001,0.3696296296296296,0.575,0.3528571428571428,0.2851666666666667,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4767081782612844,0.5024000000000001,0.4839679358717434,0.4825
50.0,0.57,0.6266666666666666,0.6459259259259259,0.75625,0.6071428571428571,0.5819166666666666,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7494272507153863,0.684,0.5069337442218799,0.6489333333333334
58.1,0.495,0.5125,0.5148148148148148,0.609375,0.51,0.4517083333333333,0.64,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3896480331262939,0.5348,0.5217391304347826,0.3891666666666666
62.5,0.605,0.625,1.025925925925926,0.475,0.9857142857142858,0.9060416666666666,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9788858543417368,0.8768,0.5220588235294118,0.7839666666666667
49.0,0.51,0.4241666666666667,0.4148148148148148,0.4,0.3742857142857143,0.3105416666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3116969540969541,0.4424,0.5207207207207207,0.3375333333333333
50.8,0.515,0.5866666666666667,0.6822222222222222,0.7875,0.6914285714285714,0.6880833333333334,0.72,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6729188514357053,0.5952000000000001,0.5093632958801498,0.5932666666666666
58.2,0.545,0.6099999999999999,0.2451851851851851,0.68125,0.2514285714285714,0.2364583333333333,0.64,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.275561403508772,0.2496,0.5095693779904307,0.3201
46.7,0.53,0.5416666666666666,0.7214814814814815,0.421875,0.6971428571428572,0.6053333333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6137732827644332,0.5536000000000001,0.5486725663716814,0.5130333333333333
35.1,0.565,0.6816666666666668,0.4659259259259259,0.8125,0.4214285714285714,0.390875,0.5599999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.2891947606806218,0.3107999999999999,0.5038560411311054,0.3332
57.9,0.53,0.37,0.1192592592592592,0.603125,0.1142857142857142,0.0932916666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6846453447050462,0.3776,0.4776119402985074,0.6413
48.7,0.51,0.5366666666666667,0.3688888888888889,0.565625,0.3228571428571428,0.2931666666666667,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.559047619047619,0.4424,0.5,0.5246666666666667
61.5,0.465,0.3158333333333333,0.24,0.6375,0.2285714285714285,0.2039166666666666,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3232968532442217,0.6244,0.5095029239766082,0.3529333333333333
55.7,0.66,0.6608333333333334,0.12,0.5125,0.1142857142857142,0.1152083333333333,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.458495117285815,0.4788,0.4947145877378435,0.4591333333333333
46.1,0.53,0.4775000000000001,0.1125925925925925,0.36875,0.1114285714285714,0.10125,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5037668798862829,0.4816,0.4690831556503198,0.518
60.9,0.55,0.5908333333333334,0.7562962962962962,0.5625,0.7142857142857143,0.6385833333333333,0.5599999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5126044941203866,0.4864,0.5134474327628362,0.4792666666666667
51.6,0.525,0.5108333333333335,0.8207407407407408,0.4125,0.7785714285714286,0.637,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5045229499742137,0.3695999999999999,0.4918772563176895,0.4945333333333334
55.0,0.67,0.7525000000000001,0.1718518518518518,0.603125,0.18,0.1807083333333333,0.72,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5940616690240452,0.7104,0.502970297029703,0.5459333333333334
66.7,0.71,0.7241666666666667,0.0896296296296296,0.58125,0.0914285714285714,0.0804166666666666,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,
51.4,0.48,0.5041666666666667,0.3125925925925926,0.503125,0.2871428571428571,0.255,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8109031198686372,0.8896000000000001,0.5172413793103449,0.6776
44.1,0.465,0.4216666666666666,0.3762962962962963,0.615625,0.3685714285714285,0.2969583333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4376162528216704,0.3903999999999999,0.4785553047404063,0.4593666666666667
64.2,0.57,0.6191666666666668,0.1651851851851851,0.734375,0.1714285714285714,0.1650833333333333,0.72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4161259740259739,0.4608,0.4795454545454545,0.4427333333333333
46.2,0.47,0.5575,0.4903703703703703,0.65625,0.4828571428571429,0.4555,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3841194457716196,0.5888,0.4983277591973244,0.4035666666666666
54.8,0.58,0.6158333333333333,0.2844444444444444,0.54375,0.2785714285714286,0.2299166666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6074552802670884,0.6624,0.5092250922509225,0.5484333333333333
53.1,0.47,0.4875,0.8837037037037037,0.70625,0.8371428571428572,0.725625,0.5599999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4352708490803729,0.434,0.5343915343915344,0.4098333333333333
62.6,0.62,0.6391666666666665,0.2096296296296296,0.625,0.2157142857142857,0.1927083333333333,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5656639712488769,0.2632,0.4528301886792453,0.5844333333333334
45.0,0.58,0.6658333333333334,0.0348148148148148,0.590625,0.0314285714285714,0.0292083333333333,0.5599999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6133985015336653,0.8672000000000001,0.4899683210137275,0.5742333333333334
45.5,0.42,0.3,0.1437037037037037,0.375,0.1342857142857142,0.0899583333333333,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6909476661951909,0.7111999999999999,0.495049504950495,0.6231666666666666
52.8,0.595,0.7099999999999999,0.9103703703703704,0.778125,0.87,0.8477916666666667,0.64,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2887592430858806,0.5992,0.4864628820960698,0.3448
39.3,0.425,0.335,0.1622222222222222,0.36875,0.1614285714285714,0.1255416666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3759637188208616,0.4395999999999999,0.4761904761904761,0.4163333333333333
45.7,0.55,0.6099999999999999,0.1362962962962963,0.475,0.1328571428571428,0.1197083333333333,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5039477124183007,0.3248,0.4509803921568627,0.5389333333333334
40.2,0.52,0.5866666666666667,0.7607407407407407,0.4875,0.7142857142857143,0.6602916666666667,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.351432277191032,0.4675999999999999,0.4922178988326848,0.3853333333333333
42.9,0.44,0.5066666666666667,0.1466666666666666,0.45,0.1485714285714285,0.1145833333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6106713237862382,0.7615999999999999,0.508557457212714,0.5513666666666667
45.0,0.4,0.3225,0.8607407407407407,0.703125,0.7985714285714286,0.610625,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9148664668664668,0.7884,0.5174825174825175,0.7476
50.0,0.46,0.3991666666666667,0.2429629629629629,0.5,0.2371428571428571,0.1614166666666666,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2551156462585034,0.3892,0.4821428571428571,0.3234666666666667
58.3,0.465,0.45,0.4044444444444444,0.734375,0.4114285714285714,0.342125,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.561061683745228,0.7424,0.5358649789029536,0.4908666666666666
59.1,0.57,0.5900000000000001,0.3074074074074074,0.4125,0.2628571428571428,0.2215833333333333,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6146118721461189,0.4288,0.5136986301369864,0.5485333333333333
50.0,0.295,0.26,0.12,0.484375,0.1242857142857142,0.1069166666666666,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3252204585537918,0.6528,0.4938271604938271,0.3655
66.7,0.58,0.5474999999999999,0.9274074074074076,0.815625,0.8842857142857142,0.786375,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6261617079264138,0.728,0.4689984101748807,0.6094333333333334
56.1,0.555,0.5341666666666666,0.2333333333333333,0.53125,0.2328571428571428,0.2045,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8282460317460317,0.3135999999999999,0.4583333333333333,0.7779333333333334
51.2,0.51,0.5258333333333333,0.1718518518518518,0.334375,0.1571428571428571,0.120875,0.48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4686206896551724,0.2568,0.4741379310344827,0.4865333333333334
53.5,0.545,0.5408333333333334,0.0837037037037037,0.309375,0.07,0.0685833333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5180790503170106,0.3724,0.4787535410764872,0.518
51.1,0.525,0.5666666666666667,0.2614814814814815,0.415625,0.2414285714285714,0.2176666666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4620636175418784,0.3167999999999999,0.4624505928853755,0.4938666666666667
67.4,0.6,0.6733333333333335,0.4562962962962963,0.703125,0.4585714285714286,0.455875,0.64,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
36.2,0.37,0.3308333333333333,0.1074074074074074,0.296875,0.09,0.07675,0.48,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3477720405431248,0.2592,0.5020080321285141,0.3752666666666666
50.0,0.535,0.5591666666666666,0.0385185185185185,0.49375,0.0371428571428571,0.0317916666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6666542443064182,0.2379999999999999,0.4565217391304347,0.6571333333333332
47.5,0.57,0.5849999999999999,0.0459259259259259,0.54375,0.0457142857142857,0.0433333333333333,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6978336686787391,0.4864,0.4929577464788732,0.6307
58.3,0.565,0.4841666666666666,0.9392592592592592,0.675,0.9042857142857142,0.8445833333333334,0.64,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.313659274540141,0.2256,0.5270758122743683,0.3347666666666667
48.9,0.525,0.4916666666666666,0.9074074074074074,0.634375,0.8514285714285714,0.8139166666666666,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7121425553744947,0.4448,0.5006337135614702,0.6310333333333333
51.1,0.41,0.3241666666666667,0.9303703703703704,0.553125,0.87,0.6725833333333333,0.48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4988964719491036,0.5664,0.5303643724696356,0.4549333333333333
37.5,0.345,0.2458333333333333,0.057037037037037,0.58125,0.0485714285714285,0.048125,0.5599999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4213694425637553,0.4508,0.476303317535545,0.4496
50.0,0.545,0.7566666666666667,0.2859259259259259,0.453125,0.2528571428571428,0.25575,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5468828622358034,0.6048,0.4893048128342246,0.5274333333333333
49.4,0.5,0.5,0.6118518518518519,0.48125,0.5914285714285714,0.5157083333333333,0.5599999999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.560728846910665,0.4543999999999999,0.5041322314049587,0.5215333333333334
55.2,0.685,0.5325000000000001,0.0681481481481481,0.265625,0.06,0.057125,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,
56.0,0.55,0.5941666666666667,0.2392592592592592,0.409375,0.2328571428571428,0.2175,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0989087753552446,0.3835999999999999,0.4783599088838269,0.2117333333333333
57.1,0.525,0.5983333333333334,0.2622222222222222,0.58125,0.26,0.2412083333333333,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3515076370170709,0.3671999999999999,0.4811320754716981,0.3942666666666666
49.5,0.515,0.5675,0.2133333333333333,0.31875,0.1942857142857142,0.1665416666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4980091324200912,0.3892,0.4931506849315068,0.4886333333333333
34.8,0.415,0.2975,0.2029629629629629,0.43125,0.1828571428571428,0.16075,0.5599999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5464025210084033,0.6784,0.4794117647058823,0.5379666666666666
40.6,0.425,0.3174999999999999,0.0237037037037037,0.415625,0.0185714285714285,0.0166666666666666,0.48,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6856612995318032,0.4283999999999999,0.511990407673861,0.5989333333333333
51.6,0.45,0.4166666666666667,0.2777777777777778,0.609375,0.2714285714285714,0.2349583333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7801154025127965,0.5472,0.4853420195439739,0.6999333333333333
41.7,0.54,0.6933333333333332,0.08,0.503125,0.0671428571428571,0.0618333333333333,0.5599999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4295200589377805,0.4288,0.5035161744022504,0.4309666666666666
65.3,0.56,0.5575,0.4014814814814815,0.646875,0.3942857142857143,0.379375,0.64,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3542125181950509,0.3555999999999999,0.4923580786026201,0.3872
47.5,0.465,0.3691666666666666,0.7614814814814815,0.521875,0.7228571428571429,0.6459583333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4044598639455782,0.3583999999999999,0.4678571428571428,0.4450666666666667
47.7,0.55,0.6358333333333335,0.5066666666666667,0.503125,0.4714285714285714,0.4057916666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4337839221710189,0.2911999999999999,0.5053763440860215,0.4323333333333333
33.3,0.52,0.6083333333333333,0.0237037037037037,0.296875,0.0142857142857142,0.023,0.64,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.311598608393129,0.3303999999999999,0.5159817351598174,0.3405666666666667
65.1,0.525,0.5741666666666667,0.2888888888888888,0.596875,0.2742857142857143,0.2721666666666666,0.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3857720797720796,0.3312,0.452991452991453,0.4452333333333333
42.1,0.52,0.6258333333333332,0.217037037037037,0.653125,0.2014285714285714,0.206375,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,
40.0,0.465,0.6216666666666666,0.302962962962963,0.475,0.3,0.262875,0.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5392213394963647,0.4115999999999999,0.4944388270980788,0.5165333333333334
51.9,0.51,0.5625,0.3577777777777777,0.575,0.3414285714285714,0.2754166666666666,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6660717547292889,0.5984,0.5114155251141552,0.5862
51.3,0.575,0.5825,0.1992592592592592,0.4375,0.1885714285714285,0.1639166666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1760617405582923,0.228,0.4344827586206896,0.2952666666666667
58.3,0.61,0.7925,0.2792592592592592,0.475,0.2814285714285714,0.2489166666666666,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4648681925808998,0.4640000000000001,0.494475138121547,0.4638666666666666
50.0,0.47,0.3683333333333333,0.3066666666666666,0.596875,0.3085714285714285,0.2537916666666667,0.5599999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
53.5,0.415,0.2975,0.3096296296296296,0.325,0.3042857142857142,0.2211666666666666,0.48,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7921796536796535,0.8832000000000001,0.5332792207792207,0.6449333333333332
66.7,0.7,0.7224999999999999,0.0711111111111111,0.35,0.0628571428571428,0.0595416666666666,0.5599999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3092050434569715,0.4535999999999999,0.5038560411311054,0.3470999999999999
46.7,0.615,0.6341666666666667,0.1718518518518518,0.6,0.1728571428571428,0.1648333333333333,0.64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4035748975086722,0.5711999999999999,0.5364238410596026,0.3876
45.8,0.575,0.6650000000000001,0.4629629629629629,0.625,0.4514285714285714,0.507125,0.72,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4909589947089947,0.434,0.474537037037037,0.5026
53.4,0.575,0.67,0.6081481481481481,0.5375,0.5871428571428572,0.5733333333333334,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5429314559499364,0.3779999999999999,0.5010266940451745,0.5123333333333333
53.3,0.475,0.5083333333333333,0.4185185185185185,0.6375,0.4057142857142857,0.3042916666666667,0.48,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5930734643299699,0.5696000000000001,0.5241635687732342,0.5232
57.0,0.55,0.58,0.7570370370370371,0.41875,0.75,0.673625,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4778046811945117,0.4311999999999999,0.5012106537530266,0.4666666666666667
50.9,0.565,0.7366666666666667,0.6674074074074074,0.459375,0.61,0.6849583333333333,0.72,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3953636113404899,0.3051999999999999,0.4682080924855491,0.4379333333333333
39.3,0.475,0.3674999999999999,0.0688888888888888,0.496875,0.06,0.05675,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4335285418515232,0.5404,0.4968944099378882,0.4395333333333334
48.1,0.58,0.5408333333333334,0.4681481481481481,0.6625,0.4514285714285714,0.3989166666666666,0.5599999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.407530345471522,0.3555999999999999,0.4975490196078431,0.4206666666666667
60.5,0.655,0.6641666666666666,0.094074074074074,0.253125,0.0871428571428571,0.086,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5133277310924369,0.8,0.5137254901960784,0.4795
49.5,0.545,0.5691666666666667,0.2207407407407407,0.5125,0.2071428571428571,0.19375,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.367605572089947,0.2447999999999999,0.5060763888888888,0.3859666666666667
44.4,0.63,0.8633333333333333,0.4118518518518518,0.440625,0.4028571428571428,0.406125,0.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6756136971642589,0.4172,0.4887640449438202,0.6202
49.3,0.565,0.6099999999999999,0.3385185185185185,0.653125,0.3385714285714286,0.3238333333333333,0.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,
56.2,0.51,0.4283333333333334,0.057037037037037,0.346875,0.0542857142857142,0.041,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2815271030602442,0.3072,0.4870317002881844,0.3392
52.2,0.555,0.6133333333333333,0.554074074074074,0.553125,0.5371428571428571,0.4675,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.187493869404049,0.324,0.4925149700598802,0.2686
41.7,0.575,0.7816666666666667,0.8637037037037038,0.43125,0.7914285714285715,0.769625,0.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3728938686585746,0.3552,0.477124183006536,0.4132666666666666
33.3,0.385,0.4075,0.0133333333333333,0.428125,0.0085714285714285,0.0086666666666666,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,
45.7,0.41,0.3716666666666666,0.7644444444444445,0.540625,0.7271428571428571,0.5716666666666667,0.48,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.528728798185941,0.416,0.5095238095238095,0.4940333333333334
56.0,0.53,0.4799999999999999,0.3222222222222222,0.50625,0.3085714285714285,0.2244583333333333,0.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5487827076222981,0.6688,0.4812286689419795,0.5376666666666667
33.3,0.455,0.3808333333333333,0.0385185185185185,0.7375,0.0342857142857142,0.0319166666666666,0.5599999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6518249782671688,0.5952000000000001,0.4888438133874239,0.6030666666666666
60.8,0.58,0.6116666666666667,0.2962962962962963,0.6875,0.2971428571428571,0.2735833333333333,0.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5038735138499845,0.3472,0.4954248366013072,0.4905333333333333
59.7,0.48,0.5075000000000001,0.2637037037037037,0.4375,0.2657142857142857,0.2144583333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4355583464154893,0.6579999999999999,0.5274725274725275,0.4154
53.1,0.535,0.5950000000000001,0.1288888888888889,0.828125,0.1242857142857142,0.1144166666666666,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6652319962467745,0.6112000000000001,0.5221674876847291,0.5735666666666667
53.8,0.695,0.7791666666666667,0.2422222222222222,0.471875,0.24,0.23725,0.64,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3582857142857142,0.3072,0.5,0.3841333333333333
58.3,0.59,0.6183333333333333,0.5533333333333333,0.5875,0.5357142857142857,0.4575416666666667,0.5599999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7957581780538303,0.7616,0.472463768115942,0.7306
49.2,0.435,0.2366666666666667,0.1222222222222222,0.5125,0.1214285714285714,0.0895416666666666,0.48,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8739332583427072,0.4352,0.4960629921259842,0.751
67.6,0.65,0.5708333333333333,0.114074074074074,0.728125,0.1314285714285714,0.1244166666666666,0.72,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2679661115980133,0.2688,0.4662576687116564,0.3441333333333333
52.0,0.63,0.5950000000000001,0.3288888888888889,0.5625,0.3,0.2880833333333333,0.64,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6688030888030887,0.5760000000000001,0.4729729729729729,0.6358666666666667
51.6,0.565,0.4658333333333334,0.8355555555555556,0.678125,0.8071428571428572,0.7652083333333334,0.64,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.565174087816945,0.7424,0.5373376623376623,0.4921999999999999
52.5,0.525,0.4858333333333334,0.3659259259259259,0.778125,0.3657142857142857,0.348625,0.64,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6053338658146965,0.7308,0.4944089456869009,0.5633666666666667
50.0,0.535,0.475,0.1622222222222222,0.434375,0.1542857142857142,0.1279583333333333,0.5599999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3221710914454276,0.3984,0.5006321112515802,0.3584
39.2,0.485,0.5166666666666667,0.3503703703703704,0.534375,0.3342857142857143,0.2839583333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7671638837353124,0.72,0.5211038961038961,0.6432
33.3,0.415,0.3899999999999999,0.0044444444444444,0.4625,0.0028571428571428,0.0032083333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.580952380952381,0.8480000000000001,0.5,0.54
50.8,0.57,0.6025000000000001,0.1888888888888888,0.5125,0.1742857142857143,0.1662083333333333,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7762838650023116,0.518,0.5364077669902912,0.6308
60.0,0.7,0.8341666666666666,0.0288888888888888,0.75625,0.0228571428571428,0.0283333333333333,0.64,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
43.8,0.38,0.2891666666666667,0.2303703703703703,0.33125,0.2085714285714285,0.1619583333333333,0.48,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4904683310217292,0.8064,0.4902912621359223,0.4861
52.4,0.5,0.5141666666666665,0.4,0.453125,0.3571428571428571,0.3516666666666667,0.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5829117237538288,0.6016,0.4951267056530214,0.5467
33.3,0.55,0.5241666666666667,0.037037037037037,0.31875,0.0342857142857142,0.0305,0.5599999999999999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4546311111111111,0.6132,0.5066666666666667,0.4456333333333333
62.9,0.51,0.5516666666666665,0.1711111111111111,0.4,0.1657142857142857,0.1486666666666666,0.5599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6174255238095238,0.6368,0.477,0.5928
40.0,0.485,0.4174999999999999,0.3022222222222222,0.396875,0.29,0.2285416666666666,0.5599999999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,
50.0,0.525,0.475,0.3777777777777777,0.78125,0.3742857142857143,0.3591666666666667,0.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,
60.0,0.415,0.35,0.4111111111111111,0.49375,0.4128571428571428,0.330875,0.5599999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5294833646299774,0.5264,0.4954499494438827,0.5086
